x, y
135529, 1.00368e-05
135999, 9.99299e-06
136468, 9.94793e-06
136937, 9.9016e-06
137407, 9.85405e-06
137876, 9.80531e-06
138345, 9.75541e-06
138815, 9.70439e-06
139284, 9.65229e-06
139753, 9.59913e-06
140222, 9.54496e-06
140692, 9.48981e-06
141161, 9.43371e-06
141630, 9.3767e-06
142100, 9.31881e-06
142569, 9.26007e-06
143038, 9.20052e-06
143508, 9.14019e-06
143977, 9.07912e-06
144446, 9.01734e-06
144916, 8.95488e-06
145385, 8.89177e-06
145854, 8.82805e-06
146323, 8.76374e-06
146793, 8.69889e-06
147262, 8.63351e-06
147731, 8.56765e-06
148201, 8.50132e-06
148670, 8.43457e-06
149139, 8.36741e-06
149609, 8.29989e-06
150078, 8.23202e-06
150547, 8.16384e-06
151017, 8.09538e-06
151486, 8.02665e-06
151955, 7.9577e-06
152424, 7.88853e-06
152894, 7.81919e-06
153363, 7.74969e-06
153832, 7.68007e-06
154302, 7.61033e-06
154771, 7.54052e-06
155240, 7.47065e-06
155710, 7.40074e-06
156179, 7.33082e-06
156648, 7.26091e-06
157117, 7.19104e-06
157587, 7.12121e-06
158056, 7.05145e-06
158525, 6.98179e-06
158995, 6.91223e-06
159464, 6.84281e-06
159933, 6.77354e-06
160403, 6.70443e-06
160872, 6.6355e-06
161341, 6.56678e-06
161811, 6.49827e-06
162280, 6.42999e-06
162749, 6.36196e-06
163218, 6.29419e-06
163688, 6.2267e-06
164157, 6.1595e-06
164626, 6.0926e-06
165096, 6.02603e-06
165565, 5.95978e-06
166034, 5.89387e-06
166504, 5.82831e-06
166973, 5.76312e-06
167442, 5.69831e-06
167912, 5.63387e-06
168381, 5.56984e-06
168850, 5.50621e-06
169319, 5.44299e-06
169789, 5.38019e-06
170258, 5.31782e-06
170727, 5.2559e-06
171197, 5.19441e-06
171666, 5.13338e-06
172135, 5.07281e-06
172605, 5.0127e-06
173074, 4.95306e-06
173543, 4.8939e-06
174013, 4.83522e-06
174482, 4.77702e-06
174951, 4.71932e-06
175420, 4.66211e-06
175890, 4.6054e-06
176359, 4.5492e-06
176828, 4.4935e-06
177298, 4.4383e-06
177767, 4.38362e-06
178236, 4.32945e-06
178706, 4.2758e-06
179175, 4.22267e-06
179644, 4.17005e-06
180113, 4.11796e-06
180583, 4.06638e-06
181052, 4.01533e-06
181521, 3.9648e-06
181991, 3.9148e-06
182460, 3.86531e-06
182929, 3.81635e-06
183399, 3.76792e-06
183868, 3.72e-06
184337, 3.67261e-06
184807, 3.62574e-06
185276, 3.57939e-06
185745, 3.53356e-06
186214, 3.48824e-06
186684, 3.44344e-06
187153, 3.39916e-06
187622, 3.35538e-06
188092, 3.31212e-06
188561, 3.26937e-06
189030, 3.22712e-06
189500, 3.18537e-06
189969, 3.14413e-06
190438, 3.10338e-06
190908, 3.06313e-06
191377, 3.02337e-06
191846, 2.9841e-06
192315, 2.94532e-06
192785, 2.90702e-06
193254, 2.8692e-06
193723, 2.83186e-06
194193, 2.79499e-06
194662, 2.7586e-06
195131, 2.72266e-06
195601, 2.6872e-06
196070, 2.65219e-06
196539, 2.61763e-06
197009, 2.58353e-06
197478, 2.54987e-06
197947, 2.51666e-06
198416, 2.48389e-06
198886, 2.45156e-06
199355, 2.41966e-06
199824, 2.38818e-06
200294, 2.35713e-06
200763, 2.3265e-06
201232, 2.29628e-06
201702, 2.26648e-06
202171, 2.23708e-06
202640, 2.20809e-06
203109, 2.17949e-06
203579, 2.15129e-06
204048, 2.12348e-06
204517, 2.09605e-06
204987, 2.06901e-06
205456, 2.04235e-06
205925, 2.01605e-06
206395, 1.99013e-06
206864, 1.96457e-06
207333, 1.93938e-06
207803, 1.91454e-06
208272, 1.89005e-06
208741, 1.86591e-06
209210, 1.84211e-06
209680, 1.81865e-06
210149, 1.79553e-06
210618, 1.77274e-06
211088, 1.75028e-06
211557, 1.72814e-06
212026, 1.70632e-06
212496, 1.68481e-06
212965, 1.66361e-06
213434, 1.64272e-06
213904, 1.62214e-06
214373, 1.60185e-06
214842, 1.58186e-06
215311, 1.56216e-06
215781, 1.54274e-06
216250, 1.52361e-06
216719, 1.50476e-06
217189, 1.48618e-06
217658, 1.46787e-06
218127, 1.44984e-06
218597, 1.43206e-06
219066, 1.41455e-06
219535, 1.3973e-06
220004, 1.38029e-06
220474, 1.36354e-06
220943, 1.34703e-06
221412, 1.33077e-06
221882, 1.31475e-06
222351, 1.29896e-06
222820, 1.2834e-06
223290, 1.26807e-06
223759, 1.25297e-06
224228, 1.23809e-06
224698, 1.22343e-06
225167, 1.20899e-06
225636, 1.19476e-06
226105, 1.18074e-06
226575, 1.16692e-06
227044, 1.15331e-06
227513, 1.1399e-06
227983, 1.12668e-06
228452, 1.11366e-06
228921, 1.10083e-06
229391, 1.08819e-06
229860, 1.07574e-06
230329, 1.06347e-06
230799, 1.05138e-06
231268, 1.03946e-06
231737, 1.02772e-06
232206, 1.01616e-06
232676, 1.00476e-06
233145, 9.93529e-07
233614, 9.82462e-07
234084, 9.71556e-07
234553, 9.6081e-07
235022, 9.5022e-07
235492, 9.39785e-07
235961, 9.29501e-07
236430, 9.19367e-07
236900, 9.0938e-07
237369, 8.99538e-07
237838, 8.89838e-07
238307, 8.80279e-07
238777, 8.70858e-07
239246, 8.61573e-07
239715, 8.52422e-07
240185, 8.43402e-07
240654, 8.34512e-07
241123, 8.2575e-07
241593, 8.17113e-07
242062, 8.086e-07
242531, 8.00209e-07
243000, 7.91937e-07
243470, 7.83783e-07
243939, 7.75745e-07
244408, 7.67822e-07
244878, 7.6001e-07
245347, 7.5231e-07
245816, 7.44718e-07
246286, 7.37233e-07
246755, 7.29853e-07
247224, 7.22577e-07
247694, 7.15404e-07
248163, 7.0833e-07
248632, 7.01356e-07
249101, 6.94479e-07
249571, 6.87698e-07
250040, 6.8101e-07
250509, 6.74416e-07
250979, 6.67913e-07
251448, 6.615e-07
251917, 6.55175e-07
252387, 6.48937e-07
252856, 6.42785e-07
253325, 6.36717e-07
253795, 6.30731e-07
254264, 6.24828e-07
254733, 6.19005e-07
255202, 6.13261e-07
255672, 6.07594e-07
256141, 6.02005e-07
256610, 5.9649e-07
257080, 5.9105e-07
257549, 5.85683e-07
258018, 5.80388e-07
258488, 5.75163e-07
258957, 5.70008e-07
259426, 5.64922e-07
259896, 5.59903e-07
260365, 5.5495e-07
260834, 5.50063e-07
261303, 5.4524e-07
261773, 5.40481e-07
262242, 5.35784e-07
262711, 5.31148e-07
263181, 5.26572e-07
263650, 5.22056e-07
264119, 5.17599e-07
264589, 5.13199e-07
265058, 5.08856e-07
265527, 5.04569e-07
265996, 5.00337e-07
266466, 4.96159e-07
266935, 4.92035e-07
267404, 4.87963e-07
267874, 4.83943e-07
268343, 4.79973e-07
268812, 4.76054e-07
269282, 4.72184e-07
269751, 4.68363e-07
270220, 4.64589e-07
270690, 4.60863e-07
271159, 4.57183e-07
271628, 4.53549e-07
272097, 4.4996e-07
272567, 4.46415e-07
273036, 4.42914e-07
273505, 4.39456e-07
273975, 4.3604e-07
274444, 4.32666e-07
274913, 4.29333e-07
275383, 4.26041e-07
275852, 4.22788e-07
276321, 4.19575e-07
276791, 4.16401e-07
277260, 4.13264e-07
277729, 4.10165e-07
278198, 4.07104e-07
278668, 4.04078e-07
279137, 4.01089e-07
279606, 3.98135e-07
280076, 3.95216e-07
280545, 3.92332e-07
281014, 3.89481e-07
281484, 3.86664e-07
281953, 3.83879e-07
282422, 3.81127e-07
282891, 3.78407e-07
283361, 3.75718e-07
283830, 3.73061e-07
284299, 3.70434e-07
284769, 3.67837e-07
285238, 3.6527e-07
285707, 3.62732e-07
286177, 3.60223e-07
286646, 3.57743e-07
287115, 3.55291e-07
287585, 3.52866e-07
288054, 3.50469e-07
288523, 3.48098e-07
288992, 3.45754e-07
289462, 3.43436e-07
289931, 3.41144e-07
290400, 3.38878e-07
290870, 3.36636e-07
291339, 3.34419e-07
291808, 3.32227e-07
292278, 3.30058e-07
292747, 3.27914e-07
293216, 3.25792e-07
293686, 3.23694e-07
294155, 3.21619e-07
294624, 3.19566e-07
295093, 3.17535e-07
295563, 3.15526e-07
296032, 3.13538e-07
296501, 3.11572e-07
296971, 3.09627e-07
297440, 3.07702e-07
297909, 3.05798e-07
298379, 3.03914e-07
298848, 3.02049e-07
299317, 3.00205e-07
299787, 2.9838e-07
300256, 2.96573e-07
300725, 2.94786e-07
301194, 2.93017e-07
301664, 2.91267e-07
302133, 2.89535e-07
302602, 2.8782e-07
303072, 2.86124e-07
303541, 2.84444e-07
304010, 2.82782e-07
304480, 2.81137e-07
304949, 2.79509e-07
305418, 2.77897e-07
305887, 2.76301e-07
306357, 2.74722e-07
306826, 2.73158e-07
307295, 2.7161e-07
307765, 2.70078e-07
308234, 2.68561e-07
308703, 2.67059e-07
309173, 2.65572e-07
309642, 2.641e-07
310111, 2.62642e-07
310581, 2.61199e-07
311050, 2.5977e-07
311519, 2.58355e-07
311988, 2.56954e-07
312458, 2.55566e-07
312927, 2.54192e-07
313396, 2.52832e-07
313866, 2.51484e-07
314335, 2.5015e-07
314804, 2.48828e-07
315274, 2.47519e-07
315743, 2.46223e-07
316212, 2.44939e-07
316682, 2.43668e-07
317151, 2.42408e-07
317620, 2.41161e-07
318089, 2.39925e-07
318559, 2.38701e-07
319028, 2.37489e-07
319497, 2.36288e-07
319967, 2.35099e-07
320436, 2.3392e-07
320905, 2.32753e-07
321375, 2.31596e-07
321844, 2.3045e-07
322313, 2.29315e-07
322783, 2.2819e-07
323252, 2.27076e-07
323721, 2.25972e-07
324190, 2.24878e-07
324660, 2.23795e-07
325129, 2.22721e-07
325598, 2.21657e-07
326068, 2.20603e-07
326537, 2.19558e-07
327006, 2.18523e-07
327476, 2.17497e-07
327945, 2.16481e-07
328414, 2.15473e-07
328883, 2.14475e-07
329353, 2.13486e-07
329822, 2.12506e-07
330291, 2.11534e-07
330761, 2.10571e-07
331230, 2.09617e-07
331699, 2.08671e-07
332169, 2.07734e-07
332638, 2.06805e-07
333107, 2.05884e-07
333577, 2.04971e-07
334046, 2.04067e-07
334515, 2.0317e-07
334984, 2.02281e-07
335454, 2.014e-07
335923, 2.00527e-07
336392, 1.99662e-07
336862, 1.98804e-07
337331, 1.97953e-07
337800, 1.9711e-07
338270, 1.96274e-07
338739, 1.95445e-07
339208, 1.94624e-07
339678, 1.93809e-07
340147, 1.93002e-07
340616, 1.92202e-07
341085, 1.91408e-07
341555, 1.90622e-07
342024, 1.89842e-07
342493, 1.89068e-07
342963, 1.88302e-07
343432, 1.87541e-07
343901, 1.86788e-07
344371, 1.86041e-07
344840, 1.853e-07
345309, 1.84565e-07
345778, 1.83837e-07
346248, 1.83114e-07
346717, 1.82398e-07
347186, 1.81688e-07
347656, 1.80984e-07
348125, 1.80285e-07
348594, 1.79593e-07
349064, 1.78907e-07
349533, 1.78226e-07
350002, 1.77551e-07
350472, 1.76881e-07
350941, 1.76217e-07
351410, 1.75559e-07
351879, 1.74906e-07
352349, 1.74258e-07
352818, 1.73616e-07
353287, 1.72979e-07
353757, 1.72348e-07
354226, 1.71721e-07
354695, 1.711e-07
355165, 1.70484e-07
355634, 1.69873e-07
356103, 1.69267e-07
356573, 1.68667e-07
357042, 1.68071e-07
357511, 1.67479e-07
357980, 1.66893e-07
358450, 1.66312e-07
358919, 1.65735e-07
359388, 1.65163e-07
359858, 1.64596e-07
360327, 1.64033e-07
360796, 1.63475e-07
361266, 1.62922e-07
361735, 1.62373e-07
362204, 1.61828e-07
362674, 1.61288e-07
363143, 1.60752e-07
363612, 1.60221e-07
364081, 1.59694e-07
364551, 1.59171e-07
365020, 1.58653e-07
365489, 1.58138e-07
365959, 1.57628e-07
366428, 1.57122e-07
366897, 1.5662e-07
367367, 1.56123e-07
367836, 1.55629e-07
368305, 1.55139e-07
368774, 1.54653e-07
369244, 1.54171e-07
369713, 1.53693e-07
370182, 1.53219e-07
370652, 1.52748e-07
371121, 1.52282e-07
371590, 1.51819e-07
372060, 1.5136e-07
372529, 1.50904e-07
372998, 1.50453e-07
373468, 1.50005e-07
373937, 1.4956e-07
374406, 1.49119e-07
374875, 1.48682e-07
375345, 1.48248e-07
375814, 1.47818e-07
376283, 1.47391e-07
376753, 1.46968e-07
377222, 1.46548e-07
377691, 1.46131e-07
378161, 1.45718e-07
378630, 1.45308e-07
379099, 1.44901e-07
379569, 1.44498e-07
380038, 1.44098e-07
380507, 1.43701e-07
380976, 1.43307e-07
381446, 1.42917e-07
381915, 1.4253e-07
382384, 1.42145e-07
382854, 1.41764e-07
383323, 1.41386e-07
383792, 1.41012e-07
384262, 1.4064e-07
384731, 1.40271e-07
385200, 1.39905e-07
385670, 1.39542e-07
386139, 1.39182e-07
386608, 1.38825e-07
387077, 1.38471e-07
387547, 1.3812e-07
388016, 1.37771e-07
388485, 1.37426e-07
388955, 1.37083e-07
389424, 1.36743e-07
389893, 1.36406e-07
390363, 1.36072e-07
390832, 1.3574e-07
391301, 1.35411e-07
391770, 1.35085e-07
392240, 1.34762e-07
392709, 1.34441e-07
393178, 1.34123e-07
393648, 1.33807e-07
394117, 1.33494e-07
394586, 1.33184e-07
395056, 1.32876e-07
395525, 1.32571e-07
395994, 1.32268e-07
396464, 1.31968e-07
396933, 1.3167e-07
397402, 1.31375e-07
397871, 1.31082e-07
398341, 1.30792e-07
398810, 1.30504e-07
399279, 1.30219e-07
399749, 1.29936e-07
400218, 1.29655e-07
400687, 1.29377e-07
401157, 1.29101e-07
401626, 1.28828e-07
402095, 1.28557e-07
402565, 1.28288e-07
403034, 1.28021e-07
403503, 1.27757e-07
403972, 1.27495e-07
404442, 1.27235e-07
404911, 1.26978e-07
405380, 1.26723e-07
405850, 1.2647e-07
406319, 1.26219e-07
406788, 1.2597e-07
407258, 1.25724e-07
407727, 1.2548e-07
408196, 1.25237e-07
408665, 1.24997e-07
409135, 1.2476e-07
409604, 1.24524e-07
410073, 1.2429e-07
410543, 1.24059e-07
411012, 1.23829e-07
411481, 1.23602e-07
411951, 1.23376e-07
412420, 1.23153e-07
412889, 1.22932e-07
413359, 1.22712e-07
413828, 1.22495e-07
414297, 1.2228e-07
414766, 1.22067e-07
415236, 1.21855e-07
415705, 1.21646e-07
416174, 1.21439e-07
416644, 1.21233e-07
417113, 1.2103e-07
417582, 1.20828e-07
418052, 1.20628e-07
418521, 1.20431e-07
418990, 1.20235e-07
419460, 1.20041e-07
419929, 1.19848e-07
420398, 1.19658e-07
420867, 1.1947e-07
421337, 1.19283e-07
421806, 1.19098e-07
422275, 1.18915e-07
422745, 1.18734e-07
423214, 1.18555e-07
423683, 1.18378e-07
424153, 1.18202e-07
424622, 1.18028e-07
425091, 1.17856e-07
425561, 1.17685e-07
426030, 1.17517e-07
426499, 1.1735e-07
426968, 1.17185e-07
427438, 1.17021e-07
427907, 1.1686e-07
428376, 1.167e-07
428846, 1.16541e-07
429315, 1.16385e-07
429784, 1.1623e-07
430254, 1.16077e-07
430723, 1.15925e-07
431192, 1.15775e-07
431661, 1.15627e-07
432131, 1.1548e-07
432600, 1.15336e-07
433069, 1.15192e-07
433539, 1.15051e-07
434008, 1.14911e-07
434477, 1.14772e-07
434947, 1.14636e-07
435416, 1.14501e-07
435885, 1.14367e-07
436355, 1.14235e-07
436824, 1.14105e-07
437293, 1.13976e-07
437762, 1.13849e-07
438232, 1.13723e-07
438701, 1.13599e-07
439170, 1.13477e-07
439640, 1.13356e-07
440109, 1.13236e-07
440578, 1.13119e-07
441048, 1.13002e-07
441517, 1.12888e-07
441986, 1.12774e-07
442456, 1.12663e-07
442925, 1.12552e-07
443394, 1.12444e-07
443863, 1.12337e-07
444333, 1.12231e-07
444802, 1.12127e-07
445271, 1.12024e-07
445741, 1.11923e-07
446210, 1.11823e-07
446679, 1.11725e-07
447149, 1.11628e-07
447618, 1.11533e-07
448087, 1.11439e-07
448557, 1.11347e-07
449026, 1.11256e-07
449495, 1.11167e-07
449964, 1.11079e-07
450434, 1.10992e-07
450903, 1.10907e-07
451372, 1.10823e-07
451842, 1.10741e-07
452311, 1.1066e-07
452780, 1.10581e-07
453250, 1.10503e-07
453719, 1.10426e-07
454188, 1.10351e-07
454657, 1.10278e-07
455127, 1.10205e-07
455596, 1.10134e-07
456065, 1.10065e-07
456535, 1.09997e-07
457004, 1.0993e-07
457473, 1.09865e-07
457943, 1.09801e-07
458412, 1.09738e-07
458881, 1.09677e-07
459351, 1.09618e-07
459820, 1.09559e-07
460289, 1.09502e-07
460758, 1.09447e-07
461228, 1.09392e-07
461697, 1.0934e-07
462166, 1.09288e-07
462636, 1.09238e-07
463105, 1.09189e-07
463574, 1.09142e-07
464044, 1.09096e-07
464513, 1.09051e-07
464982, 1.09008e-07
465452, 1.08966e-07
465921, 1.08925e-07
466390, 1.08886e-07
466859, 1.08848e-07
467329, 1.08811e-07
467798, 1.08776e-07
468267, 1.08742e-07
468737, 1.0871e-07
469206, 1.08678e-07
469675, 1.08648e-07
470145, 1.0862e-07
470614, 1.08593e-07
471083, 1.08567e-07
471552, 1.08542e-07
472022, 1.08519e-07
472491, 1.08497e-07
472960, 1.08477e-07
473430, 1.08457e-07
473899, 1.0844e-07
474368, 1.08423e-07
474838, 1.08408e-07
475307, 1.08394e-07
475776, 1.08381e-07
476246, 1.0837e-07
476715, 1.0836e-07
477184, 1.08351e-07
477653, 1.08344e-07
478123, 1.08338e-07
478592, 1.08334e-07
479061, 1.0833e-07
479531, 1.08328e-07
480000, 1.08328e-07
